state,location1,roster_link,CountyWebPage,ManualSearch,Webpagesherifforcounty,Search,Notes,facilityname,location,searchhowisrostersearched,notesanythinghelpfultosearcher,webpagewhererosterisfoundsherrif,location2
Alabama,baldwin,http://bcsonline.co.baldwin.al.us/smartweb/jail.aspx,,,,,,,,,,,
Alabama,barbour,None,http://www.barbourcountysheriff.com/page.php?id=9,,,,,,,,,,
Alabama,bibb,None,http://www.maconbibb.us/,,,,,,,,,,
Alabama,blount,None,https://www.blounttn.org/,,,,,,,,,,
Alabama,bullock,None,http://bullochcounty.net/,,,,,,,,,,
Alabama,calhoun,None,https://www.calhouncountymi.gov/government/sheriff/corrections_division/,,,,,,,,,,
Alabama,chambers,None,http://chamberscountyal.gov/,,,,,,,,,,
Alabama,chilton,http://jail.chiltoncountyso.org/dcn/inmates,,,,,,,,,,,
Alabama,covington,None,http://www.covcounty.com/,,,,,,,,,,
Alabama,cullman,None,http://www.co.cullman.al.us/,,,,,,,,,,
Alabama,dallas,None,https://www.dallascounty.org/,,,,,,,,,,
Alabama,dekalb,https://www.dekalbcountysheriff.org/roster.php,,,,,,,,,,,
Alabama,franklin,https://www.franklinsheriff.org/roster.php,,,,,,,,,,,
Alabama,geneva,None,http://www.genevacounty.us/,,,,,,,,,,
Alabama,henry,None,http://www.henrycty.com/,,,,,,,,,,
Alabama,lawrence,None,http://co.lawrence.pa.us/,,,,,,,,,,
Alabama,madison,http://www.madisoncountydetention.com/MadisonCoDC_inmatelist.html,,,,,,,,,,,
Alabama,marengo,None,http://marengocountyal.com/,,,,,,,,,,
Alabama,mobile,http://www.mobileso.com/whos-in-jail/,,,,,,,,,,,
Alabama,morgan,97.82.20.116/jailinmates.aspx,,,,,,,,,,,
Alabama,perry,None,http://www.perrycounty.in.gov/,,,,,,,,,,
Alabama,st clair,None,https://www.stclairco.com/,,,,,,,,,,
Alabama,tallapoosa,None,http://www.tallaco.com/,,,,,,,,,,
Alabama,tuscaloosa,None,,https://www.tcsoal.org/arrest-db/inmates,,,,,,,,,
Alabama,walker,None,,https://www.cashbondonline.com/find-inmate.html?no_cache=1,,,,,,,,,
Alabama,florence,None,http://www.florenceco.org/,,,,,,,,,,
Alabama,huntsville,None,,https://www.searchquarry.com/namesearch/?trackstat=ctycarB&recordtype=Inmate&gclid=CjwKEAjwgbG5BRDp3oW3qdPiuCwSJAAQmoSDuTCdGgHexlheMkrEq2im3ls-M1br24mdufeZZaLj8RoCXqbw_wcB,,,,,,,,,
Alabama,jacksonville,None,,http://inmatesearch.jaxsheriff.org/,,,,,,,,,
Alabama,montgomery,None,http://www.montgomerycountymd.gov/,,,,,,,,,,
Alabama,tuscaloosa,None,,https://www.tcsoal.org/arrest-db/inmates,,,,,,,,,
Alabama,lee,None,http://leecountysheriff.org/,,,,,,,,,,
Alaska,haines,None,http://www.hainesalaska.gov,,,,,,,,,,
Alaska,homer,None,"https://www.homeralaska.org/ , https://www.cityofhomer-ak.gov/",,,,,,,,,,
Alaska,lemon creek,None,http://www.alaska.org/detail/lemon-creek-trail,,,,,,,,,,
Alaska,north slope,None,http://www.north-slope.org/,,,,,,,,,,
Alaska,valdez,None,"http://www.valdezalaska.org/ , http://www.ci.valdez.ak.us/",,,,,,,,,,
Arizona,apache,None,,https://acso.crimegraphics.com/2013/default.aspx,,,,,,,,,
Arizona,coconino,None,http://www.coconino.az.gov/,,,,,,,,,,
Arizona,gila,None,http://www.gilacountyaz.gov,,,,,,,,,,
Arizona,maricopa,None,https://www.maricopa.gov/,,,,,,,,,,
Arizona,mohave,None,,http://www.usdirectoryfinder.com/state/arizona/inmate-locator/mohave-county-az-inmate-search/,,,,,,,,,
Arizona,navajo,http://www.navajocountyaz.gov/Departments/Sheriff/Detention-Center/Inmate-Information/Inmate-Housing-Report,,,,,,,,,,,
Arizona,pima,None,http://webcms.pima.gov/,,,,,,,,,,
Arizona,pinal,None,http://www.pinalcountyaz.gov/,,,,,,,,,,
Arizona,yavapai,None,http://www.yavapai.us/,,,,,,,,,,
Arizona,kingman,None,http://www.cityofkingman.gov/,,,,,,,,,,
Arizona,maricopa,None,https://www.maricopa.gov/,,,,,,,,,,
Arizona,phoneix,https://phoenixbailbonds.co/arrest/search,,,,,,,,,,,
Arizona,st luis,http://www.stlouiscountymn.gov/Portals/0/rpts/SLCJ_Jail_Roster.PDF,,,,,,,,,,,
Arizona,tuscon,None,https://www.tucsonaz.gov/,,,,,,,,,,
Arizona,sierra vista,https://www.cochise.az.gov/sites/default/files/sheriff/public_info/inmate_list.pdf,,,,,,,,,,,
Arizona,mesa,None,http://www.mesaaz.gov/,,,,,,,,,,
Arizona,glendal,None,http://www.glendaleca.gov/,,,,,,,,,,
Arizona,lower buckeye,None,http://www.buckeyeaz.gov/,,,,,,,,,,
Arizona,madison,None,http://www.madisonal.gov/,,,,,,,,,,
Arizona,gila bend,None,https://www.gilabendaz.org/,,,,,,,,,,
Arkansas,ashley,None,http://www.ashley-nd.com/,,,,,,,,,,
Arkansas,baxter,https://www.baxtercountysheriff.com/roster.php,,,,,,,,,,,
Arkansas,benton,None,https://www.bentonar.org/,,,,,,,,,,
Arkansas,caroll,None,http://co.carroll.ar.us/,,,,,,,,,,
Arkansas,clay,None,http://www.claycountygov.com/,,,,,,,,,,
Arkansas,cleveland,None,http://www.city.cleveland.oh.us/,,,,,,,,,,
Arkansas,conway,None,http://www.cityofconway.com/,,,,,,,,,,
Arkansas,craighead,https://www.craigheadso.org/roster_custom.php,,,,,,,,,,,
Arkansas,crittenden,None,http://crittendencounty.arkansas.gov/,,,,,,,,,,
Arkansas,drew,None,http://drewcounty.arkansas.gov/,,,,,,,,,,
Arkansas,franklin,None,https://portal.arkansas.gov/county/franklin/,,,,,,,,,,
Arkansas,garland,http://www.garlandcountysheriff.com/inmate-roster.php,,,,,,,,,,,
Arkansas,hotspring,None,http://hotspringcounty.arkansas.gov/,,,,,,,,,,
Arkansas,howard,http://howardcountysheriffar.com/roster.php,,,,,,,,,,,
Arkansas,johnson,https://www.johnsoncosheriff.com/roster.php,,,,,,,,,,,
Arkansas,lincoln,None,http://www.lincolncounty.org/,,,,,,,,,,
Arkansas,marion,https://www.marioncountysheriffar.com/roster.php,,,,,,,,,,,
Arkansas,mississipi,None,http://www.misscomo.net/,,,,,,,,,,
Arkansas,monroe,https://www.monroecountysheriffar.com/roster.php,,,,,,,,,,,
Arkansas,nevada,None,http://nevadacounty.arkansas.gov/,,,,,,,,,,
Arkansas,ouachita,inmates.ouachitacountysheriff.org,,,,,,,,,,,
Arkansas,phillips,None,https://www.colorado.gov/phillipscounty,,,,,,,,,,
Arkansas,prairie,None,http://prairiecounty.arkansas.gov/,,,,,,,,,,
Arkansas,randolph,None,http://www.randolphcountync.gov/,,,,,,,,,,
Arkansas,scott,None,http://www.co.scott.mn.us/,,,,,,,,,,
Arkansas,sebastian,None,,http://aegis.sebastiancountyar.gov/NewWorld.Aegis.WebPortal/Corrections/InmateInquiry.aspx,,,,,,,,,
Arkansas,sharp,None,http://sharpcountysheriff.com/,,,,,,,,,,
Arkansas,st francis,https://www.stfranciscountysheriff.org/roster.php,,,,,,,,,,,
Arkansas,woodruff,None,http://woodruffcounty.arkansas.gov/,,,,,,,,,,
Arkansas,memphis,None,,http://www.shelby-sheriff.org/injail.html,,,,,,,,,
Indiana,allen,None,https://www.allencounty.us/,,,,,,,,,,
Indiana,benton,None,http://www.bentoncounty.in.gov/,,,,,,,,,,
Indiana,boone,https://jailtracker.com/jtclientweb/(S(3pzyks554uc0me455r2cab55))/jailtracker/index/Boone_County_IN,,,,,,,,,,,
Indiana,dearborn,http://www.dearborncountysheriff.org/dcsdweb/inmatesearch.aspx,,,,,,,,,,,
Indiana,decatur,None,http://www.decaturcounty.in.gov/,,,,,,,,,,
Indiana,elkhart,None,https://www.elkhartindiana.org/,,,,,,,,,,
Indiana,franklin,None,https://www.franklin.in.gov/,,,,,,,,,,
Indiana,greene,None,https://www.co.greene.in.us/,,,,,,,,,,
Indiana,hendricks,http://www.co.hendricks.in.us/department/index.php?structureid=59,,,,,,,,,,,
Indiana,henry,None,https://www.in.gov/core/mylocal/henry_county.html,,,,,,,,,,
Indiana,jefferson,None,https://jeffersoncounty.in.gov/,,,,,,,,,,
Indiana,laporte,https://omsweb.public-safety-cloud.com/jtclientweb/(S(ye1qeu2jkpaoajbvw1wej053))/jailtracker/index/Laporte_County_IN,,,,,,,,,,,
Indiana,marshall,None,http://www.co.marshall.in.us/,,,,,,,,,,
Indiana,noble,None,http://www.nobleco.org/index_old.html,,,,,,,,,,
Indiana,perry,None,http://www.perrycounty.in.gov/,,,,,,,,,,
Indiana,pike,None,https://www.in.gov/core/mylocal/pike_county.html,,,,,,,,,,
Indiana,porter,None,http://www.porterco.org/,,,,,,,,,,
Indiana,posey,None,http://www.poseycountyin.gov/,,,,,,,,,,
Indiana,pulaski,http://www.jailtracker.com/pcdc/pulaski_inmatelist.html,,,,,,,,,,,
Indiana,putnam,None,http://www.co.putnam.in.us/county/,,,,,,,,,,
Indiana,randolph,http://randolphcounty.us/services/review-recent-arrests,,,,,,,,,,,
Indiana,scott,None,https://www.in.gov/core/mylocal/scott_county.html,,,,,,,,,,
Indiana,steuben,None,https://www.in.gov/core/mylocal/steuben_county.html,,,,,,,,,,
Indiana,st joseph,https://omsweb.public-safety-cloud.com/jtclientweb/(S(epjr1pdpgygsvp0g1l4wnmo3))/jailtracker/index/StJoseph_County_IN,,,,,,,,,,,
Indiana,sullvian,None,https://www.cityofsullivan.org/,,,,,,,,,,
Indiana,tippecanoe,None,https://www.tippecanoe.in.gov/,,,,,,,,,,
Indiana,vanderburgh,http://www.vanderburghsheriff.com/inmate-lookup.aspx,,,,,,,,,,,
Indiana,vigo,None,http://www.vigocounty.in.gov/,,,,,,,,,,
Indiana,warrick,None,http://www.warrickcounty.gov/,,,,,,,,,,
Indiana,wells,None,https://wellscounty.org/,,,,,,,,,,
Indiana,columbia,http://www.co.columbia.or.us/sheriff/inmates/printerFriendly.php,,,,,,,,,,,
Indiana,elkhart,http://www.elkhartcountysheriff.com/,,,,,,,,,,,
Indiana,indianapolis,None,,https://www.in.gov/apps/indcorrection/ofs/ofs,,,,,,,,,
Indiana,perry,None,http://www.perrycounty.in.gov/,,,,,,,,,,
Indiana,south bend,None,https://www.southbendin.gov/,,,,,,,,,,
Kansas,atchison,None,https://www.atchisoncountyks.org/,,,,,,,,,,
Kansas,barber,None,http://barber.ks.gov/,,,,,,,,,,
Kansas,bournbon,https://www.facebook.com/bourboncountylawenforcementcenter/?ref=nf&hc_ref=ARQtwjKd61UYeUQBuj49PkrWQa0sZNfUSvkcbDnRaTfGVbphD6IiAJNNnj6wIzhRpRE,,,,,,,,,,,
Kansas,cheyene,None,https://www.cheyennecity.org/,,,,,,,,,,
Kansas,cowley,http://www.cowleycounty.org/wp-content/uploads/ROSTER.pdf,,,,,,,,,,,
Kansas,crawford,None,,https://crsojail.pittks.org/NewWorld.InmateInquiry/Crawford/,,,,,,,,,
Kansas,doniphan,None,https://dpcountyks.com/,,,,,,,,,,
Kansas,edwards,None,http://www.edwardscounty.org/,,,,,,,,,,
Kansas,elks,None,http://elkcountyks.org/,,,,,,,,,,
Kansas,ellsworth,None,http://www.ellsworthcounty.org/,,,,,,,,,,
Kansas,franklin,None,http://www.franklincoks.org/,,,,,,,,,,
Kansas,graham,None,http://www.grahamcountyks.com,,,,,,,,,,
Kansas,grant,None,http://www.grantcoks.org,,,,,,,,,,
Kansas,gray,None,http://www.grayco.org,,,,,,,,,,
Kansas,greeley,None,http://www.greeleycounty.org/,,,,,,,,,,
Kansas,greenwood,None,http://www.greenwoodcounty.org/,,,,,,,,,,
Kansas,jefferson,None,http://jeffersoncountykssheriff.com/,,,,,,,,,,
Kansas,kearny,None,http://www.kearnycountykansas.com/,,,,,,,,,,
Kansas,lane,None,http://www.lanecountyks.org/,,,,,,,,,,
Kansas,lincoln,None,http://www.lincolncoks.com,,,,,,,,,,
Kansas,linn,None,http://www.linncountyks.com/,,,,,,,,,,
Kansas,lyon,None,http://lyoncounty.org/,,,,,,,,,,
Kansas,mcpherson,None,www.mcphersoncountyks.u,,,,,,,,,,
Kansas,mitchell,None,https://www.mcks.org/,,,,,,,,,,
Kansas,nemaha,None,http://ks-nemaha.manatron.com/,,,,,,,,,,
Kansas,norton,None,http://www.nortoncounty.net/,,,,,,,,,,
Kansas,osborne,None,http://www.osbornecounty.org/Sheriff/tabid/8264/Default.aspx,,,,,,,,,,
Kansas,ottawa,None,http://www.ottawacounty.org,,,,,,,,,,
Kansas,pawnee,None,http://www.pawneecountysheriff.org/,,,,,,,,,,
Kansas,phillips,None,http://www.phillipscountykansas.com/,,,,,,,,,,
Kansas,republic,None,http://www.republiccounty.org/,,,,,,,,,,
Kansas,rice ,None,http://ricecounty.us,,,,,,,,,,
Kansas,scott,None,http://ks-scott.manatron.com,,,,,,,,,,
Kansas,seward,None,http://www.sewardcountyks.org,,,,,,,,,,
Kansas,smith,None,http://www.smithcoks.com/,,,,,,,,,,
Kansas,stafford,None,http://staffordcounty.org/,,,,,,,,,,
Kansas,wabaunsee,None,http://ks-wabaunsee.manatron.com/,,,,,,,,,,
Kansas,wyandotte,http://ils.wycosheriff.org/Default.aspx?ID=WCDC2,,,,,,,,,,,
Kansas,leavenworth,None,http://www.leavenworthcounty.org/,,,,,,,,,,
Kansas,wichita,http://www.co.wichita.tx.us/sheriff/jail_info/inmate_info.html,,,,,,,,,,,
Connecticut,bergin,None,,http://www.ctinmateinfo.state.ct.us/,,,,,,,,,
Connecticut,bridgeport,None,https://www.bridgeportct.gov/,http://www.ctinmateinfo.state.ct.us/,,,,,,,,,
Connecticut,cheshire,None,http://www.cheshirect.org/,http://www.ctinmateinfo.state.ct.us/,,,,,,,,,
Connecticut,east haven,None,https://www.townofeasthavenct.org/,http://www.ctinmateinfo.state.ct.us/,,,,,,,,,
Connecticut,enfield,None,https://www.enfield-ct.gov/,http://www.ctinmateinfo.state.ct.us/,,,,,,,,,
Connecticut,hartford,http://www.hartford.gov/images/police/ArrestLogs/blotter.pdf,,,,,,,,,,,
Connecticut,macdougall,None,http://portal.ct.gov/DOC/Facility/MacDougall-Walker-CI,http://www.ctinmateinfo.state.ct.us/,,,,,,,,,
Connecticut,manchester,None,http://www.townofmanchester.org/,http://www.ctinmateinfo.state.ct.us/,,,,,,,,,
Connecticut,new haven,None,https://www.newhavenct.gov/,http://www.ctinmateinfo.state.ct.us/,,,,,,,,,
Connecticut,osborne,None,http://www.ct.gov/deep/cwp/view.asp?a=2691&q=322548&deepNav_GID=1705%20,http://www.ctinmateinfo.state.ct.us/,,,,,,,,,
Connecticut,robinson,None,http://portal.ct.gov/DOC/Facility/Robinson-CI,http://www.ctinmateinfo.state.ct.us/,,,,,,,,,
Connecticut,trumbull,None,http://www.trumbull-ct.gov/,http://www.ctinmateinfo.state.ct.us/,,,,,,,,,
Connecticut,westhartford,None,https://www.westhartfordct.gov/,http://www.ctinmateinfo.state.ct.us/,,,,,,,,,
Connecticut,west haven,None,https://www.cityofwesthaven.com/,http://www.ctinmateinfo.state.ct.us/,,,,,,,,,
Connecticut,york,None,http://portal.ct.gov/DOC/Facility/York-CI,http://www.ctinmateinfo.state.ct.us/,,,,,,,,,
Delaware,baylor,None,http://www.baylorcountytexas.com/,,,,,,,,,,
Delaware,central,None,http://cdcauthority.org/,,,,,,,,,,
Delaware,young delaware,None,http://www.co.young.tx.us/,,,,,,,,,,
Delaware,dover,None,https://www.cityofdover.com/,,,,,,,,,,
Delaware,howard r young,None,http://www.doc.delaware.gov,,,,,,,,,,
Delaware,morris,None,http://www.middletownde.org/index.cfm?fuseaction=content.map&mapTypeID=118,,,,,,,,,,
Delaware,plummer,None,http://www.cityofplummer.org/,,,,,,,,,,
Delaware,sussex,None,https://sussexcountyde.gov/,,,,,,,,,,
California,alameda,None,,https://www.acgov.org/sheriff_app/,,,,,,,,,
California,alpine,None,http://www.alpinecity.org/,,,,,,,,,,
California,anaheim,None,https://www.anaheim.net/,,,,,,,,,,
California,anitoch,None,http://www.ci.antioch.ca.us/,,,,,,,,,,
California,arcadia,None,http://www.arcadiaca.gov/,,,,,,,,,,
California,baldwin,None,http://baldwincountyal.gov/,,,,,,,,,,
California,beverly hills,None,https://www.beverlyhills.org/,,,,,,,,,,
California,burbank,None,http://www.burbankca.gov/,,,,,,,,,,
California,butte ,None,https://www.buttecounty.net/,,,,,,,,,,
California,calaveras,None,http://calaverasgov.us/,,,,,,,,,,
California,carson,None,http://ci.carson.ca.us/,,,,,,,,,,
California,claremont,None,http://www.ci.claremont.ca.us/,,,,,,,,,,
California,colusa,None,https://www.countyofcolusa.org/,,,,,,,,,,
California,contra costa,None,,http://www.westcountyjail.net/?gclid=CjwKEAjwgbG5BRDp3oW3qdPiuCwSJAAQmoSD4MpvLHBNNglnv6KFy1P7XawwDS-8SjVcV61IKBaK5hoC_-7w_wcB,,,,,,,,,
California,culver,None,https://www.culvercity.org/,,,,,,,,,,
California,fermont,None,,https://www.acgov.org/sheriff_app/,,,,,,,,,
California,frenso,None,,http://www.fresnosheriff.org/InmateInfoV2/search.aspx,,,,,,,,,
California,glendale,None,http://www.glendaleca.gov/,,,,,,,,,,
California,glendora,None,http://www.cityofglendora.org/,,,,,,,,,,
California,hawthorne,None,http://www.cityofhawthorne.org/,,,,,,,,,,
California,hayward,None,,https://www.acgov.org/sheriff_app/,,,,,,,,,
California,hermosa,None,http://www.hermosabch.org/,,,,,,,,,,
California,imperial,None,http://www.cityofimperial.org/,,,,,,,,,,
California,inyo,None,https://www.inyocounty.us/,,,,,,,,,,
California,kern,None,,http://www.kernsheriff.com/inmate_search.aspx,,,,,,,,,
California,kings,http://inmatelocator.countyofkings.com/Inmate/Index,,,,,,,,,,,
California,la co jailpitchess ,None,http://sheriff.lacounty.gov/wps/portal/lasd,,,,,,,,,,
California,la,None,https://www.lacounty.gov/,,,,,,,,,,
California,lake,None,https://www.lakecountyil.gov/,,,,,,,,,,
California,lancaster,None,https://www.co.lancaster.pa.us/,,,,,,,,,,
California,lassen,None,http://www.co.lassen.ca.us/,,,,,,,,,,
California,la verne,None,http://www.ci.la-verne.ca.us/,,,,,,,,,,
California,leinberger,None,,,,,,,,,,,
California,long beach,None,http://www.longbeach.gov/,,,,,,,,,,
California,los angeles,None,https://www.lacity.org/,,,,,,,,,,
California,madera,None,https://www.maderacounty.com/,,,,,,,,,,
California,manhattan beach,None,http://www.citymb.info/,,,,,,,,,,
California,marin,None,https://www.marincounty.org/,,,,,,,,,,
California,merced co adult,None,https://www.co.merced.ca.us,,,,,,,,,,
California,merced ,None,https://www.co.merced.ca.us/,,,,,,,,,,
California,mohave,None,https://www.mohavecounty.us/,,,,,,,,,,
California,monterey,https://www.montereysheriff.org/inmates/,,,,,,,,,,,
California,napa,https://services.countyofnapa.org/CJNetWeb/Public/InCustodyReport,,,,,,,,,,,
California,new port,None,http://www.newportbeachca.gov/,,,,,,,,,,
California,oakland,None,,https://www.acgov.org/sheriff_app/,,,,,,,,,
California,palmdale,None,http://www.cityofpalmdale.org/,,,,,,,,,,
California,pasadena,None,https://ww5.cityofpasadena.net/main/,,,,,,,,,,
California,placer,http://www.placer.ca.gov//Jail/jailpdf/InCustody.pdf,,,,,,,,,,,
California,pomona,None,http://www.ci.pomona.ca.us/,,,,,,,,,,
California,redono,None,https://www.redondo.org/,,,,,,,,,,
California,riverside,None,,http://jimspub.riversidesheriff.org/,,,,,,,,,
California,sac,None,,http://mybailhotline.com/ca/office/sacramento-bail-bonds/,,,,,,,,,
California,sacramento,None,http://www.cityofsacramento.org/,,,,,,,,,,
California,sen barnardino,None,,http://web.sbcounty.gov/sheriff/bookingsearch/bookingsearch.aspx,,,,,,,,,
California,san diego,None,https://www.sandiego.gov/,,,,,,,,,,
California,san dimas,None,http://www.cityofsandimas.com/,,,,,,,,,,
California,san francisco,None,https://sfgov.org/,,,,,,,,,,
California,san joaquin,None,,http://wic.sjsheriff.org/whosincustody/,,,,,,,,,
California,san luis obispo,http://www.slosheriff.org/custody.php,,,,,,,,,,,
California,san mateo,None,https://www.cityofsanmateo.org/,,,,,,,,,,
California,santa ana,None,http://www.ci.santa-ana.ca.us/,,,,,,,,,,
California,santa barbara,None,https://www.santabarbaraca.gov/,,,,,,,,,,
California,santa clara,None,http://www.santaclaraca.gov/ecr,,,,,,,,,,
California,santa clarita,None,https://www.santa-clarita.com/,,,,,,,,,,
California,santa cruz,None,http://www.cityofsantacruz.com/,,,,,,,,,,
California,santa monica,None,https://www.smgov.net/,,,,,,,,,,
California,shasta,https://apps.co.shasta.ca.us/In_Custody/incustody.aspx,,,,,,,,,,,
California,seirra,None,http://www.sierracounty.ca.gov/,,,,,,,,,,
California,signal hill,None,http://www.cityofsignalhill.org/,,,,,,,,,,
California,solano,None,,http://www.solanocountyjail.net/?gclid=CjwKEAjwgbG5BRDp3oW3qdPiuCwSJAAQmoSDXQLXcM2gFg6hp-H-tmg7-YNjkTmk8MQfuekarHII6xoCUiTw_wcB,,,,,,,,,
California,sonoma,None,,https://inmatesearch.sonomasheriff.org/JailInmateSearch/Home/,,,,,,,,,
California,south lake tahoe,None,http://www.cityofslt.us/,,,,,,,,,,
California,south west,None,,http://jimspub.riversidesheriff.org/,,,,,,,,,
California,stanislaus,None,,http://www.stanislausjail.com/?gclid=CjwKEAjwgbG5BRDp3oW3qdPiuCwSJAAQmoSDS-2YAEk2yCfNnsYJb_ND4886F-cQAl-gk0n9ALVHvhoC6ALw_wcB,,,,,,,,,
California,sunnyvale,None,https://sunnyvale.ca.gov/,,,,,,,,,,
California,sutter,None,https://www.suttersheriff.org/,,,,,,,,,,
California,tehama,http://www.tehamaso.org/inmates/ICURRENT.HTM,,,,,,,,,,,
California,tulare,None,http://tularecounty.ca.gov/,,,,,,,,,,
California,ventura,None,https://www.cityofventura.ca.gov/,,,,,,,,,,
California,west hollywood,None,https://www.weho.org/,,,,,,,,,,
California,west valley,None,https://www.wvc-ut.gov/,,,,,,,,,,
California,whittier,None,http://www.cityofwhittier.org/,,,,,,,,,,
California,yolo,http://www.yolocountysheriff.com/wp-content/uploads/2018/05/April-2018-webiste-UPLOAD.pdf,,,,,,,,,,,
California,yuba,http://sheriff.co.yuba.ca.us/services/inmate_list.aspx,,,,,,,,,,,
Colorado,adams,http://www.co.adams.il.us/Jail/inmates/dailypop.pdf,,,,,,,,,,,
Colorado,araphoe,https://www.inmateaid.com/inmate-profile-search,,,,,,,,,,,
Colorado,archuleta,None,https://www.archuletacounty.org/,,,,,,,,,,
Colorado,boulder,https://sheriff.boco.solutions/JailOpenData/Home/JailBooking,,,,,,,,,,,
Colorado,clear creek,None,http://www.co.clear-creek.co.us/,,,,,,,,,,
Colorado,delta,None,https://www.deltacounty.com/,,,,,,,,,,
Colorado,denver,None,https://www.denvergov.org,,,,,,,,,,
Colorado,el paso,None,,https://www.epcsheriffsoffice.com/inmate-search#!/search,,,,,,,,,
Colorado,garfield,http://www.garcosheriff.com/PDFs/current_inmates.pdf,,,,,,,,,,,
Colorado,jackson,None,http://www.jacksoncountyco.com/,,,,,,,,,,
Colorado,jefferson,None,,https://inmatelookup.jeffco.us/,,,,,,,,,
Colorado,kiowa,None,https://www.colorado.gov/kiowacounty/,,,,,,,,,,
Colorado,la plata,None,http://co.laplata.co.us/,,,,,,,,,,
Colorado,larimer,None,,https://www.larimer.org/sheriff/jail/inmate-search,,,,,,,,,
Colorado,las animas,None,https://www.colorado.gov/cityoflasanimas,,,,,,,,,,
Colorado,lincoln,None,http://www.lincolncountyco.us/,,,,,,,,,,
Colorado,mesa,None,,http://sheriff.mesacounty.us/inmate/template.aspx?id=5383,,,,,,,,,
Colorado,mineral,None,https://www.colorado.gov/mineralcountycolorado,,,,,,,,,,
Colorado,morgan,None,https://www.cityoffortmorgan.com/,,,,,,,,,,
Colorado,otero,None,https://www.oterogov.com/,,,,,,,,,,
Colorado,pitkin,None,http://www.pitkincolorado.com/,,,,,,,,,,
Colorado,pubelo,None,https://www.pueblo.us/,,,,,,,,,,
Colorado,saguache,None,https://www.saguachecounty.net/,,,,,,,,,,
Colorado,sedgwick,None,https://www.sedgwickcolorado.com/,,,,,,,,,,
Colorado,summit,None,http://www.co.summit.co.us/,,,,,,,,,,
Colorado,teller,http://www.co.teller.co.us/ArchonixXJailSites/ArchonixXJailPublic/Default.aspx,,,,,,,,,,,
Colorado,weld,None,https://www.weldgov.com/,,,,,,,,,,
Colorado,yuma,https://docs.google.com/file/d/0B0yN-as7CedNNlZJTkVUbGM3aTQ/edit,,,,,,,,,,,
Colorado,colorado springs,None,,http://coloradoarrestwarrants.org/?gclid=CjwKEAjwgbG5BRDp3oW3qdPiuCwSJAAQmoSDPHag9glx_YqJ5dU3nqhIgr3GmnZQOQJ-7o8_1_c72hoC0ufw_wcB,,,,,,,,,
Colorado,orlando,ftp://ftp.ocfl.net/divisions/corrections/pub/bookings.pdf,,http://apps.ocfl.net/bailbond/,,,,,,,,,
Georgia,appling,None,http://www.baxley.org/,,,,,,,,,,
Georgia,atkinson,None,http://www.atkinsoncounty.org/,,,,,,,,,,
Georgia,bacon,None,https://georgia.gov/cities-counties/bacon-county,,,,,,,,,,
Georgia,baker,None,http://www.bakercounty.org/,,,,,,,,,,
Georgia,baldwin,None,http://www.cityofbaldwin.org/,,,,,,,,,,
Georgia,banks,None,http://co.banks.ga.us/,,,,,,,,,,
Georgia,barrow,None,http://www.barrowga.org/?AspxAutoDetectCookieSupport=1,,,,,,,,,,
Georgia,bartow,None,http://www.bartowga.org/,,,,,,,,,,
Georgia,brantetley,None,http://brantleycountyga.blogspot.com/,,,,,,,,,,
Georgia,brooks,http://brookscoga.offenderindex.com/,,,,,,,,,,,
Georgia,burke,None,http://www.burkecounty-ga.gov/,,,,,,,,,,
Georgia,calhoun,None,http://calhouncountyga.com/,,,,,,,,,,
Georgia,caroll,None,https://carrollcountyga.com/,,,,,,,,,,
Georgia,chatham,None,https://www.chathamcountyga.gov/,,,,,,,,,,
Georgia,chattooga,None,http://chattoogacounty.org/,,,,,,,,,,
Georgia,cherokee,None,https://www.cherokeega.com/,,,,,,,,,,
Georgia,clarke,http://enigma.accgov.com/photo/jailcurrent.asp,,,,,,,,,,,
Georgia,clayton,http://weba.co.clayton.ga.us/sjiserver/htdocs/index.shtml,,,,,,,,,,,
Georgia,cobb,None,,http://inmate-search.cobbsheriff.org/enter_name.shtm/enter_name.shtm,,,,,,,,,
Georgia,colquitt,None,http://ccboc.com/,,,,,,,,,,
Georgia,cook,None,https://cookcountyga.us/,,,,,,,,,,
Georgia,coweta,None,http://www.coweta.ga.us/,,,,,,,,,,
Georgia,crawford,None,http://www.crawfordcountyga.org/,,,,,,,,,,
Georgia,crisp,None,https://www.crispcounty.com/,,,,,,,,,,
Georgia,dade,None,http://www.dadecounty-ga.gov/,,,,,,,,,,
Georgia,dekalb,None,https://www.dekalbcountyga.gov/,,,,,,,,,,
Georgia,doraville,None,,http://justice.fultoncountyga.gov/PAJailManager/JailingSearch.aspx?ID=400,,,,,,,,,
Georgia,doughlas,https://douglas-so-ga.zuercherportal.com/#/inmates,,,,,,,,,,,
Georgia,early,None,https://www.early.k12.ga.us/,,,,,,,,,,
Georgia,effingham,http://interopweb.com/effinghamsojailpop/CurrentInmates.aspx,,,,,,,,,,,
Georgia,fannin,None,http://www.fannincountyga.com/,,,,,,,,,,
Georgia,franklin,None,http://www.franklingeorgia.com/,,,,,,,,,,
Georgia,fulton,None,,http://justice.fultoncountyga.gov/PAJailManager/default.aspx,,,,,,,,,
Georgia,glynn,None,https://www.glynncounty.org/,,,,,,,,,,
Georgia,gordon,None,http://cityofgordonga.org/,,,,,,,,,,
